158,A0008,A0059
159,A0008,A0060
160,A0008,A0061
161,A0008,A0063
162,A0008,A0502
163,A0008,A0735
164,A0008,A0785
165,A0008,A0895
166,A0008,A1086
167,A0008,A1140
168,A0008,A1223
169,A0008,A1286
170,A0008,A1327
171,A0008,A1386
172,A0008,A1517
173,A0008,A1569
174,A0008,A1697
175,A0008,A2099
176,A0008,A2240
177,A0008,A2438
178,A0008,A2589
179,A0008,A2698
180,A0008,A2902
181,A0008,A2985
182,A0008,A3009
183,A0008,A3012
184,A0008,A3027
185,A0008,A3323
186,A0008,A4148
187,A0008,A4365
188,A0008,A4499
189,A0009,A0007
190,A0009,A0008
191,A0009,A0010
192,A0009,A0011
193,A0009,A0013
194,A0009,A0016
195,A0009,A0018
196,A0009,A0020
197,A0009,A0025
198,A0009,A0027
199,A0009,A0028
200,A0009,A0039
201,A0009,A0040
202,A0009,A0041
203,A0009,A0043
204,A0009,A0051
205,A0009,A0057
206,A0009,A0059
207,A0009,A0060
208,A0009,A0061
209,A0009,A0063
210,A0009,A0261
211,A0009,A1079
212,A0009,A1386
213,A0009,A1569
214,A0009,A1576
215,A0009,A1590
216,A0009,A1658
217,A0009,A1902
218,A0009,A2038
219,A0009,A2083
220,A0009,A2099
221,A0009,A2145
222,A0009,A2150
223,A0009,A2819
224,A0009,A3160
225,A0009,A3323
226,A0009,A3495
227,A0009,A3597
228,A0009,A3680
229,A0009,A3695
230,A0009,A3969
231,A0009,A4037
232,A0009,A4115
233,A0009,A4148
234,A0010,A0009
235,A0010,A0011
236,A0010,A0266
237,A0010,A0312
238,A0010,A0358
239,A0010,A0461
240,A0010,A0722
241,A0010,A0735
242,A0010,A0763
243,A0010,A0895
244,A0010,A1137
245,A0010,A1434
246,A0010,A1576
247,A0010,A1590
248,A0010,A1658
249,A0010,A1996
250,A0010,A2038
251,A0010,A2083
252,A0010,A2145
253,A0010,A2171
254,A0010,A2174
255,A0010,A2286
256,A0010,A2413
257,A0010,A2603
258,A0010,A2618
259,A0010,A2649
260,A0010,A2819
261,A0010,A2902
262,A0010,A3022
263,A0010,A3655
264,A0010,A3902
265,A0010,A4032
266,A0010,A4114
267,A0010,A4148
268,A0011,A0010
269,A0011,A0013
270,A0011,A0081
271,A0011,A0424
272,A0011,A0604
273,A0011,A0721
274,A0011,A0895
275,A0011,A0908
276,A0011,A1137
277,A0011,A1140
278,A0011,A1317
279,A0011,A1386
280,A0011,A1392
281,A0011,A1434
282,A0011,A1569
283,A0011,A2037
284,A0011,A2078
285,A0011,A2099
286,A0011,A2171
287,A0011,A2184
288,A0011,A2524
289,A0011,A2783
290,A0011,A2983
291,A0011,A3115
292,A0011,A3286
293,A0011,A3312
294,A0011,A3465
295,A0011,A3745
296,A0011,A4148
297,A0011,A4152
298,A0011,A4418
299,A0012,A0033
300,A0012,A0128
301,A0012,A0394
302,A0012,A0755
303,A0012,A1290
304,A0012,A1473
305,A0012,A2101
306,A0012,A2110
307,A0012,A2147
308,A0012,A2374
309,A0012,A2375
310,A0012,A2805
311,A0012,A2857
312,A0012,A3137
313,A0012,A3208
314,A0012,A3556
315,A0012,A3575
316,A0012,A3795
317,A0012,A3860
318,A0012,A3935
319,A0012,A4281
320,A0012,A4294
321,A0012,A4298
322,A0012,A4543
323,A0013,A0007
324,A0013,A0008
325,A0013,A0009
326,A0013,A0010
327,A0013,A0011
328,A0013,A0016
329,A0013,A0018
330,A0013,A0020
331,A0013,A0025
332,A0013,A0027
333,A0013,A0028
334,A0013,A0039
335,A0013,A0040
336,A0013,A0041
337,A0013,A0043
338,A0013,A0051
339,A0013,A0057
340,A0013,A0059
341,A0013,A0060
342,A0013,A0061
343,A0013,A0063
344,A0013,A0348
345,A0013,A0424
346,A0013,A0443
347,A0013,A0501
348,A0013,A0541
349,A0013,A0735
350,A0013,A0911
351,A0013,A1434
352,A0013,A1569
353,A0013,A1912
354,A0013,A1914
355,A0013,A2037
356,A0013,A2097
357,A0013,A2099
358,A0013,A2101
359,A0013,A2245
360,A0013,A2250
361,A0013,A2258
362,A0013,A2360
363,A0013,A2447
364,A0013,A2524
365,A0013,A3012
366,A0013,A3115
367,A0013,A3226
368,A0013,A3268
369,A0013,A3286
370,A0013,A3323
371,A0013,A3465
372,A0013,A3493
373,A0013,A3830
374,A0013,A3832
375,A0013,A4148
376,A0013,A4152
377,A0013,A4344
378,A0013,A4414
379,A0013,A4594
380,A0014,A0015
381,A0014,A0580
382,A0014,A1160
383,A0014,A1456
384,A0014,A2309
385,A0014,A3448
386,A0014,A3792
387,A0014,A3940
388,A0015,A0014
389,A0015,A0580
390,A0015,A1160
391,A0015,A1282
392,A0015,A1456
393,A0015,A2309
394,A0015,A3259
395,A0015,A3675
396,A0015,A3792
397,A0015,A3872
398,A0015,A3940
399,A0015,A4425
400,A0016,A0007
401,A0016,A0008
402,A0016,A0009
403,A0016,A0010
404,A0016,A0011
405,A0016,A0013
406,A0016,A0018
407,A0016,A0020
408,A0016,A0025
409,A0016,A0027
410,A0016,A0028
411,A0016,A0039
412,A0016,A0040
413,A0016,A0041
414,A0016,A0043
415,A0016,A0051
416,A0016,A0057
417,A0016,A0059
418,A0016,A0060
419,A0016,A0061
420,A0016,A0063
421,A0016,A0157
422,A0016,A0217
423,A0016,A0233
424,A0016,A0264
425,A0016,A0424
426,A0016,A0434
427,A0016,A0443
428,A0016,A0685
429,A0016,A0694
430,A0016,A0863
431,A0016,A1325
432,A0016,A1333
433,A0016,A1368
434,A0016,A1386
435,A0016,A1434
436,A0016,A1491
437,A0016,A1538
438,A0016,A1569
439,A0016,A1574
440,A0016,A1627
441,A0016,A1695
442,A0016,A1756
443,A0016,A1888
444,A0016,A1911
445,A0016,A1912
446,A0016,A1925
447,A0016,A1996
448,A0016,A2038
449,A0016,A2099
450,A0016,A2145
451,A0016,A2150
452,A0016,A2181
453,A0016,A2184
454,A0016,A2185
455,A0016,A2203
456,A0016,A2227
457,A0016,A2264
458,A0016,A2301
459,A0016,A2447
460,A0016,A2672
461,A0016,A2680
462,A0016,A2681
463,A0016,A2765
464,A0016,A2783
465,A0016,A2812
466,A0016,A2956
467,A0016,A2980
468,A0016,A3076
469,A0016,A3115
470,A0016,A3135
471,A0016,A3223
472,A0016,A3292
473,A0016,A3323
474,A0016,A3465
475,A0016,A3530
476,A0016,A3651
477,A0016,A3830
478,A0016,A3831
479,A0016,A3833
480,A0016,A3930
481,A0016,A3940
482,A0016,A3969
483,A0016,A4031
484,A0016,A4122
485,A0016,A4148
486,A0016,A4344
487,A0016,A4414
488,A0016,A4423
489,A0016,A4505
490,A0016,A4510
491,A0017,A0378
492,A0017,A0463
493,A0017,A1284
494,A0017,A1386
495,A0017,A1434
496,A0017,A1511
497,A0017,A1666
498,A0017,A1751
499,A0017,A2093
500,A0017,A2150
501,A0017,A2234
502,A0017,A2488
503,A0017,A2676
504,A0017,A2843
505,A0017,A3011
506,A0017,A3215
507,A0017,A3226
508,A0017,A3323
509,A0017,A3464
510,A0017,A4067
511,A0017,A4246
512,A0017,A4344
513,A0017,A4386
514,A0018,A0007
515,A0018,A0008
516,A0018,A0009
517,A0018,A0010
518,A0018,A0011
519,A0018,A0013
520,A0018,A0016
521,A0018,A0020
522,A0018,A0025
523,A0018,A0027
524,A0018,A0028
525,A0018,A0039
526,A0018,A0040
527,A0018,A0041
528,A0018,A0043
529,A0018,A0051
530,A0018,A0057
531,A0018,A0059
532,A0018,A0060
533,A0018,A0061
534,A0018,A0063
535,A0018,A0340
536,A0018,A0438
537,A0018,A0459
538,A0018,A0474
539,A0018,A0573
540,A0018,A0620
541,A0018,A0694
542,A0018,A0753
543,A0018,A0769
544,A0018,A0791
545,A0018,A0860
546,A0018,A0861
547,A0018,A0895
548,A0018,A1022
549,A0018,A1368
550,A0018,A1386
551,A0018,A1508
552,A0018,A1569
553,A0018,A1627
554,A0018,A1729
555,A0018,A1751
556,A0018,A1909
557,A0018,A1996
558,A0018,A2038
559,A0018,A2099
560,A0018,A2150
561,A0018,A2166
562,A0018,A2184
563,A0018,A2214
564,A0018,A2215
565,A0018,A2227
566,A0018,A2254
567,A0018,A2257
568,A0018,A2272
569,A0018,A2278
570,A0018,A2561
571,A0018,A2679
572,A0018,A2783
573,A0018,A2796
574,A0018,A2956
575,A0018,A2963
576,A0018,A2965
577,A0018,A3012
578,A0018,A3061
579,A0018,A3115
580,A0018,A3207
581,A0018,A3214
582,A0018,A3225
583,A0018,A3286
584,A0018,A3323
585,A0018,A3391
586,A0018,A3464
587,A0018,A3568
588,A0018,A3655
589,A0018,A3804
590,A0018,A3830
591,A0018,A3841
592,A0018,A3969
593,A0018,A3989
594,A0018,A4009
595,A0018,A4017
596,A0018,A4119
597,A0018,A4148
598,A0018,A4492
599,A0018,A4496
600,A0018,A4505
601,A0019,A0374
602,A0019,A0375
603,A0019,A0394
604,A0019,A0401
605,A0019,A0695
606,A0019,A0908
607,A0019,A1070
608,A0019,A1110
609,A0019,A1292
610,A0019,A1333
611,A0019,A1434
612,A0019,A1551
613,A0019,A1569
614,A0019,A1695
615,A0019,A1794
616,A0019,A1795
617,A0019,A2038
618,A0019,A2539
619,A0019,A3065
620,A0019,A3160
621,A0019,A3530
622,A0019,A3531
623,A0019,A3695
624,A0019,A3759
625,A0019,A3851
626,A0019,A3974
627,A0019,A4298
628,A0020,A0007
629,A0020,A0008
630,A0020,A0009
631,A0020,A0010
632,A0020,A0011
633,A0020,A0013
634,A0020,A0016
635,A0020,A0017
636,A0020,A0018
637,A0020,A0025
638,A0020,A0027
639,A0020,A0028
640,A0020,A0039
641,A0020,A0040
642,A0020,A0041
643,A0020,A0043
644,A0020,A0051
645,A0020,A0057
646,A0020,A0059
647,A0020,A0060
648,A0020,A0061
649,A0020,A0063
650,A0020,A0118
651,A0020,A0128
652,A0020,A0182
653,A0020,A0223
654,A0020,A0276
655,A0020,A0293
656,A0020,A0296
657,A0020,A0394
658,A0020,A0556
659,A0020,A0755
660,A0020,A0793
661,A0020,A0807
662,A0020,A0816
663,A0020,A0831
664,A0020,A0895
665,A0020,A1155
666,A0020,A1172
667,A0020,A1309
668,A0020,A1311
669,A0020,A1321
670,A0020,A1372
671,A0020,A1386
672,A0020,A1569
673,A0020,A1591
674,A0020,A1592
675,A0020,A1596
676,A0020,A1678
677,A0020,A1686
678,A0020,A1729
679,A0020,A2093
680,A0020,A2099
681,A0020,A2116
682,A0020,A2211
683,A0020,A2222
684,A0020,A2234
685,A0020,A2254
686,A0020,A2297
687,A0020,A2448
688,A0020,A2539
689,A0020,A2561
690,A0020,A2918
691,A0020,A2919
692,A0020,A2950
693,A0020,A2956
694,A0020,A3012
695,A0020,A3135
696,A0020,A3207
697,A0020,A3214
698,A0020,A3240
699,A0020,A3247
700,A0020,A3292
701,A0020,A3343
702,A0020,A3346
703,A0020,A3568
704,A0020,A3594
705,A0020,A3655
706,A0020,A3733
707,A0020,A3761
708,A0020,A3804
709,A0020,A3805
710,A0020,A3830
711,A0020,A3886
712,A0020,A3887
713,A0020,A3975
714,A0020,A4118
715,A0020,A4120
716,A0020,A4148
717,A0020,A4298
718,A0020,A4376
719,A0020,A4386
720,A0020,A4410
721,A0020,A4494
722,A0020,A4524
723,A0021,A0129
724,A0021,A0378
725,A0021,A1227
726,A0021,A1538
727,A0021,A1631
728,A0021,A1808
729,A0021,A2419
730,A0021,A2676
731,A0021,A2831
732,A0021,A3006
733,A0021,A3160
734,A0021,A3375
735,A0021,A4039
736,A0021,A4177
737,A0021,A4241
738,A0021,A4298
739,A0021,A4306
740,A0022,A0188
741,A0022,A0310
742,A0022,A0394
743,A0022,A0427
744,A0022,A0688
745,A0022,A0769
746,A0022,A0892
747,A0022,A0947
748,A0022,A0962
749,A0022,A1333
750,A0022,A1355
751,A0022,A1419
752,A0022,A1735
753,A0022,A2145
754,A0022,A2147
755,A0022,A2178
756,A0022,A2374
757,A0022,A2419
758,A0022,A2464
759,A0022,A2663
760,A0022,A2748
761,A0022,A2763
762,A0022,A2782
763,A0022,A2932
764,A0022,A2956
765,A0022,A2971
766,A0022,A2985
767,A0022,A3012
768,A0022,A3030
769,A0022,A3197
770,A0022,A3208
771,A0022,A3217
772,A0022,A3323
773,A0022,A3388
774,A0022,A3496
775,A0022,A3568
776,A0022,A3634
777,A0022,A3804
778,A0022,A3816
779,A0022,A3956
780,A0022,A3981
781,A0022,A4293
782,A0022,A4294
783,A0022,A4297
784,A0022,A4298
785,A0022,A4307
786,A0022,A4349
787,A0022,A4466
788,A0022,A4530
789,A0022,A4543
790,A0022,A4573
791,A0023,A0268
792,A0023,A0306
793,A0023,A0413
794,A0023,A0755
795,A0023,A0801
796,A0023,A0976
797,A0023,A1182
798,A0023,A1283
799,A0023,A1284
800,A0023,A1375
801,A0023,A1384
802,A0023,A1535
803,A0023,A1554
804,A0023,A1642
805,A0023,A1709
806,A0023,A2026
807,A0023,A2079
808,A0023,A2248
809,A0023,A2602
810,A0023,A2789
811,A0023,A2833
812,A0023,A2860
813,A0023,A3031
814,A0023,A3041
815,A0023,A3095
816,A0023,A3332
817,A0023,A3415
818,A0023,A3425
819,A0023,A3676
820,A0023,A3765
821,A0023,A3802
822,A0023,A4181
823,A0023,A4193
824,A0023,A4198
825,A0023,A4276
826,A0023,A4298
827,A0023,A4300
828,A0023,A4381
829,A0023,A4425
830,A0023,A4432
831,A0023,A4466
832,A0023,A4511
833,A0023,A4568
834,A0024,A0755
835,A0024,A0806
836,A0024,A1341
837,A0024,A1342
838,A0024,A1809
839,A0024,A2227
840,A0024,A2289
841,A0024,A2746
842,A0024,A2748
843,A0024,A2974
844,A0024,A3135
845,A0024,A3149
846,A0024,A4241
847,A0024,A4276
848,A0024,A4298
849,A0024,A4396
850,A0025,A0007
851,A0025,A0008
852,A0025,A0009
853,A0025,A0010
854,A0025,A0011
855,A0025,A0013
856,A0025,A0016
857,A0025,A0018
858,A0025,A0020
859,A0025,A0027
860,A0025,A0028
861,A0025,A0039
862,A0025,A0040
863,A0025,A0041
864,A0025,A0043
865,A0025,A0051
866,A0025,A0057
867,A0025,A0059
868,A0025,A0060
869,A0025,A0061
870,A0025,A0063
871,A0025,A0098
872,A0025,A0178
873,A0025,A0181
874,A0025,A0185
875,A0025,A0221
876,A0025,A0251
877,A0025,A0289
878,A0025,A0294
879,A0025,A0374
880,A0025,A0378
881,A0025,A0394
882,A0025,A0444
883,A0025,A0545
884,A0025,A0555
885,A0025,A0646
886,A0025,A0694
887,A0025,A0695
888,A0025,A0707
889,A0025,A0769
890,A0025,A0807
891,A0025,A0857
892,A0025,A0858
893,A0025,A0892
894,A0025,A0895
895,A0025,A0934
896,A0025,A0968
897,A0025,A1052
898,A0025,A1075
899,A0025,A1092
900,A0025,A1217
901,A0025,A1304
902,A0025,A1306
903,A0025,A1333
904,A0025,A1342
905,A0025,A1386
906,A0025,A1407
907,A0025,A1421
908,A0025,A1434
909,A0025,A1448
910,A0025,A1487
911,A0025,A1511
912,A0025,A1519
913,A0025,A1537
914,A0025,A1567
915,A0025,A1569
916,A0025,A1587
917,A0025,A1600
918,A0025,A1613
919,A0025,A1695
920,A0025,A1707
921,A0025,A1778
922,A0025,A1795
923,A0025,A1801
924,A0025,A1811
925,A0025,A1896
926,A0025,A1905
927,A0025,A1996
928,A0025,A2000
929,A0025,A2096
930,A0025,A2129
931,A0025,A2184
932,A0025,A2192
933,A0025,A2210
934,A0025,A2224
935,A0025,A2227
936,A0025,A2242
937,A0025,A2324
938,A0025,A2360
939,A0025,A2419
940,A0025,A2445
941,A0025,A2521
942,A0025,A2541
943,A0025,A2560
944,A0025,A2567
945,A0025,A2637
946,A0025,A2656
947,A0025,A2660
948,A0025,A2721
949,A0025,A2748
950,A0025,A2751
951,A0025,A2880
952,A0025,A2918
953,A0025,A2919
954,A0025,A2933
955,A0025,A2974
956,A0025,A2976
957,A0025,A2987
958,A0025,A3011
959,A0025,A3012
960,A0025,A3050
961,A0025,A3114
962,A0025,A3115
963,A0025,A3151
964,A0025,A3160
965,A0025,A3207
966,A0025,A3211
967,A0025,A3224
968,A0025,A3226
969,A0025,A3299
970,A0025,A3327
971,A0025,A3375
972,A0025,A3382
973,A0025,A3391
974,A0025,A3447
975,A0025,A3461
976,A0025,A3499
977,A0025,A3518
978,A0025,A3538
979,A0025,A3539
980,A0025,A3568
981,A0025,A3580
982,A0025,A3608
983,A0025,A3651
984,A0025,A3664
985,A0025,A3707
986,A0025,A3745
987,A0025,A3750
988,A0025,A3756
989,A0025,A3774
990,A0025,A3804
991,A0025,A3811
992,A0025,A3830
993,A0025,A3832
994,A0025,A3886
995,A0025,A3887
996,A0025,A3924
997,A0025,A3969
998,A0025,A3989
999,A0025,A4015
1000,A0025,A4016
1001,A0025,A4084
1002,A0025,A4120
1003,A0025,A4137
1004,A0025,A4288
1005,A0025,A4298
1006,A0025,A4330
1007,A0025,A4349
1008,A0025,A4357
1009,A0025,A4360
1010,A0025,A4367
1011,A0025,A4403
1012,A0025,A4489
1013,A0025,A4542
1014,A0025,A4568
1015,A0025,A4600
1016,A0025,A4604
1017,A0026,A0042
1018,A0026,A0050
1019,A0026,A0062
1020,A0026,A0364
1021,A0026,A0807
1022,A0026,A0850
1023,A0026,A0979
1024,A0026,A1044
1025,A0026,A1160
1026,A0026,A1169
1027,A0026,A1408
1028,A0026,A1538
1029,A0026,A1599
1030,A0026,A1695
1031,A0026,A1766
1032,A0026,A2023
1033,A0026,A2309
1034,A0026,A2371
1035,A0026,A2665
1036,A0026,A2748
1037,A0026,A2767
1038,A0026,A2833
1039,A0026,A3147
1040,A0026,A3160
1041,A0026,A3259
1042,A0026,A3276
1043,A0026,A3535
1044,A0026,A3792
1045,A0026,A3872
1046,A0026,A3940
1047,A0026,A4286
1048,A0026,A4351
1049,A0027,A0007
1050,A0027,A0008
1051,A0027,A0009
1052,A0027,A0010
1053,A0027,A0011
1054,A0027,A0013
1055,A0027,A0016
1056,A0027,A0018
1057,A0027,A0020
1058,A0027,A0025
1059,A0027,A0028
1060,A0027,A0039
1061,A0027,A0040
1062,A0027,A0041
1063,A0027,A0043
1064,A0027,A0051
1065,A0027,A0057
1066,A0027,A0059
1067,A0027,A0060
1068,A0027,A0061
1069,A0027,A0063
1070,A0027,A0393
1071,A0027,A0668
1072,A0027,A0721
1073,A0027,A0722
1074,A0027,A0895
1075,A0027,A0935
1076,A0027,A2240
1077,A0027,A2242
1078,A0027,A2300
1079,A0027,A2485
1080,A0027,A2862
1081,A0027,A3178
1082,A0027,A3286
1083,A0027,A3306
1084,A0027,A3531
1085,A0027,A3860
1086,A0028,A0007
1087,A0028,A0008
1088,A0028,A0009
1089,A0028,A0010
1090,A0028,A0011
1091,A0028,A0013
1092,A0028,A0016
1093,A0028,A0018
1094,A0028,A0020
1095,A0028,A0025
1096,A0028,A0027
1097,A0028,A0039
1098,A0028,A0040
1099,A0028,A0041
1100,A0028,A0043
1101,A0028,A0051
1102,A0028,A0057
1103,A0028,A0059
1104,A0028,A0060
1105,A0028,A0061
1106,A0028,A0063
1107,A0028,A0278
1108,A0028,A0393
1109,A0028,A0937
1110,A0028,A1794
1111,A0028,A2242
1112,A0028,A2304
1113,A0028,A2360
1114,A0028,A2659
1115,A0028,A3531
1116,A0028,A3540
1117,A0028,A4368
1118,A0029,A0045
1119,A0029,A0046
1120,A0029,A1386
1121,A0029,A4298
1122,A0030,A0029
1123,A0030,A0045
1124,A0030,A0895
1125,A0030,A3195
1126,A0030,A4298
1127,A0030,A4543
1128,A0031,A0032
1129,A0031,A0034
1130,A0031,A0378
1131,A0031,A0452
1132,A0031,A0566
1133,A0031,A0769
1134,A0031,A1228
1135,A0031,A1819
1136,A0031,A1847
1137,A0031,A2748
1138,A0031,A3323
1139,A0031,A3375
1140,A0031,A4039
1141,A0031,A4224
1142,A0031,A4232
1143,A0031,A4234
1144,A0031,A4238
1145,A0031,A4241
1146,A0032,A0031
1147,A0032,A0034
1148,A0032,A0378
1149,A0032,A0463
1150,A0032,A0566
1151,A0032,A0685
1152,A0032,A0777
1153,A0032,A0792
1154,A0032,A0806
1155,A0032,A0835
1156,A0032,A1092
1157,A0032,A1228
1158,A0032,A1341
1159,A0032,A1538
1160,A0032,A1804
1161,A0032,A1808
1162,A0032,A1819
1163,A0032,A1847
1164,A0032,A2041
1165,A0032,A2043
1166,A0032,A2044
1167,A0032,A2052
1168,A0032,A2054
1169,A0032,A2057
1170,A0032,A2060
1171,A0032,A2206
1172,A0032,A2383
1173,A0032,A2748
1174,A0032,A3135
1175,A0032,A3375
1176,A0032,A3500
1177,A0032,A4039
1178,A0032,A4226
1179,A0032,A4237
1180,A0032,A4241
1181,A0032,A4261
1182,A0032,A4276
1183,A0032,A4298
1184,A0032,A4349
1185,A0032,A4451
1186,A0033,A0017
1187,A0033,A0038
1188,A0033,A0129
1189,A0033,A0150
1190,A0033,A0284
1191,A0033,A0325
1192,A0033,A0358
1193,A0033,A0378
1194,A0033,A0394
1195,A0033,A0456
1196,A0033,A0524
1197,A0033,A0577
1198,A0033,A0584
1199,A0033,A0769
1200,A0033,A0892
1201,A0033,A0895
1202,A0033,A0903
1203,A0033,A0968
1204,A0033,A1261
1205,A0033,A1284
1206,A0033,A1554
1207,A0033,A1676
1208,A0033,A1685
1209,A0033,A1771
1210,A0033,A2099
1211,A0033,A2101
1212,A0033,A2110
1213,A0033,A2119
1214,A0033,A2145
1215,A0033,A2171
1216,A0033,A2184
1217,A0033,A2332
1218,A0033,A2355
1219,A0033,A2364
1220,A0033,A2402
1221,A0033,A2618
1222,A0033,A2622
1223,A0033,A2721
1224,A0033,A2748
1225,A0033,A2803
1226,A0033,A2833
1227,A0033,A2902
1228,A0033,A2931
1229,A0033,A2965
1230,A0033,A3135
1231,A0033,A3211
1232,A0033,A3413
1233,A0033,A3558
1234,A0033,A3568
1235,A0033,A3600
1236,A0033,A3677
1237,A0033,A3745
1238,A0033,A3795
1239,A0033,A3804
1240,A0033,A3806
1241,A0033,A3860
1242,A0033,A3935
1243,A0033,A3969
1244,A0033,A3981
1245,A0033,A4032
1246,A0033,A4149
1247,A0033,A4165
1248,A0033,A4246
1249,A0033,A4294
1250,A0033,A4297
1251,A0033,A4307
1252,A0033,A4347
1253,A0033,A4349
1254,A0033,A4418
1255,A0033,A4543
1256,A0034,A0021
1257,A0034,A0031
1258,A0034,A0032
1259,A0034,A0378
1260,A0034,A0452
1261,A0034,A0546
1262,A0034,A0566
1263,A0034,A0792
1264,A0034,A0806
1265,A0034,A0923
1266,A0034,A0960
1267,A0034,A0968
1268,A0034,A1092
1269,A0034,A1228
1270,A0034,A1341
1271,A0034,A1434
1272,A0034,A1538
1273,A0034,A1685
1274,A0034,A1804
1275,A0034,A1811
1276,A0034,A1819
1277,A0034,A1847
1278,A0034,A2000
1279,A0034,A2015
1280,A0034,A2042
1281,A0034,A2047
1282,A0034,A2049
1283,A0034,A2051
1284,A0034,A2057
1285,A0034,A2058
1286,A0034,A2061
1287,A0034,A2062
1288,A0034,A2083
1289,A0034,A2130
1290,A0034,A2206
1291,A0034,A2748
1292,A0034,A2796
1293,A0034,A2843
1294,A0034,A2974
1295,A0034,A3022
1296,A0034,A3050
1297,A0034,A3217
1298,A0034,A3456
1299,A0034,A3830
1300,A0034,A4039
1301,A0034,A4229
1302,A0034,A4230
1303,A0034,A4231
1304,A0034,A4235
1305,A0034,A4240
1306,A0034,A4241
1307,A0034,A4261
1308,A0034,A4276
1309,A0034,A4298
1310,A0034,A4307
1311,A0034,A4346
1312,A0035,A1386
1313,A0035,A1434
1314,A0035,A1569
1315,A0035,A2460
1316,A0035,A2539
1317,A0035,A2583
1318,A0035,A2956
1319,A0035,A3125
1320,A0035,A3303
1321,A0035,A3830
1322,A0036,A0033
1323,A0036,A0128
1324,A0036,A1284
1325,A0036,A2099
1326,A0036,A2320
1327,A0036,A2326
1328,A0036,A2711
1329,A0036,A2867
1330,A0036,A3137
1331,A0036,A3765
1332,A0036,A4297
1333,A0036,A4521
1334,A0037,A0135
1335,A0037,A0266
1336,A0037,A0729
1337,A0037,A1177
1338,A0037,A1284
1339,A0037,A1288
1340,A0037,A1783
1341,A0037,A2331
1342,A0037,A2400
1343,A0037,A3575
1344,A0037,A3679
1345,A0037,A3887
1346,A0037,A3999
1347,A0037,A4297
1348,A0037,A4597
1349,A0038,A0033
1350,A0038,A0394
1351,A0038,A0455
1352,A0038,A1284
1353,A0038,A2099
1354,A0038,A2101
1355,A0038,A2110
1356,A0038,A2204
1357,A0038,A2271
1358,A0038,A2369
1359,A0038,A2594
1360,A0038,A2618
1361,A0038,A2622
1362,A0038,A2699
