83,A0104,A3839,A2067,,
84,A0104,A1347,A1350,A2789,
85,A0104,A1347,A1350,A2789,
86,A0104,A2309,A1520,A4243,
87,A0104,A2309,A1520,A4243,
88,A0104,A2309,A1520,A4243,
89,A0104,A2309,A1520,A4243,
90,A0104,A2309,A3218,A3330,
91,A0104,A2309,A3218,A3330,
92,A0104,A2309,A3218,A3330,
93,A0104,A1282,A4298,A2675,
94,A0104,A1282,A1434,A2865,
95,A0104,A1282,A1434,A2865,
96,A0104,A1282,A1434,A2865,
97,A0104,A1282,A1434,A2865,
98,A0104,A1282,A1434,A2865,
99,A0104,A1282,A1434,A2865,
100,A0104,A1282,A1434,A2865,
101,A0104,A1282,A1434,A2865,
102,A0104,A1282,A1434,A2865,
103,A0104,A1282,A1434,A2865,
104,A0104,A1282,A1434,A2865,
105,A0104,A2309,A4381,A3960,
106,A0104,A2309,A4381,A3960,
107,A0104,A2309,A4381,A3960,
108,A0109,A0607,A4362,A2133,
109,A0109,A0607,A4362,A2133,
110,A0109,A1794,A4519,,
111,A0109,A1794,A4519,,
112,A0109,A1794,A4519,,
113,A0109,A1794,A4519,,
114,A0109,A1794,A4519,,
115,A0109,A1794,A4519,,
116,A0109,A1794,A4519,,
117,A0109,A1794,A4519,,
118,A0109,A1794,A4519,,
119,A0109,A1794,A4519,,
120,A0109,A1794,A4519,,
121,A0109,A1794,A4519,,
122,A0109,A0607,A1735,,
123,A0109,A0607,A1735,,
124,A0109,A0607,A1735,,
125,A0109,A0607,A1735,,
126,A0109,A4543,A2991,,
127,A0109,A4543,A2991,,
128,A0109,A0607,A0358,A1080,
129,A0109,A0302,A1222,A1791,
130,A0109,A0302,A1222,A1791,
131,A0109,A0302,A1222,A1791,
132,A0109,A0302,A1222,A1791,
133,A0109,A4543,A4313,A0227,
134,A0109,A0607,A0007,A1947,
135,A0109,A0607,A0007,A1947,
136,A0109,A0607,A0007,A1947,
137,A0109,A0607,A0007,A1947,
138,A0109,A1794,A0129,A0649,
139,A0110,A2418,A1196,A2186,
140,A0110,A2418,A1196,A2186,
141,A0110,A2418,A1196,A2186,
142,A0110,A2418,A1196,A2186,
143,A0110,A2418,A1196,A2186,
144,A0110,A2418,A1196,A2186,
145,A0110,A2418,A1196,A2186,
146,A0110,A2418,A1196,A2186,
147,A0110,A2418,A1196,A2186,
148,A0110,A2418,A1196,A2186,
149,A0110,A2418,A1196,A2186,
150,A0110,A2418,A1196,A2186,
151,A0110,A2418,A1196,A2186,
152,A0110,A2418,A1196,A2186,
153,A0110,A2418,A1196,A2186,
154,A0110,A2418,A1196,A2186,
155,A0110,A2418,A1196,A2186,
156,A0110,A2418,A1196,A2186,
157,A0110,A2418,A1196,A2186,
158,A0110,A2418,A1196,A2186,
159,A0110,A2418,A1196,A2186,
160,A0110,A2418,A1196,A2186,
161,A0110,A2418,A1196,A2186,
162,A0110,A0109,A0607,A3041,
163,A0110,A0109,A0607,A3041,
164,A0110,A0109,A0607,A3041,
165,A0110,A0109,A0607,A3041,
166,A0110,A0109,A0607,A3041,
167,A0110,A0109,A0607,A3041,
168,A0110,A0109,A0607,A3041,
169,A0110,A0109,A0607,A3041,
170,A0110,A0109,A0607,A3041,
171,A0110,A0109,A0607,A3041,
172,A0110,A0109,A0607,A3041,
173,A0110,A0109,A0607,A3041,
174,A0110,A0109,A0607,A3041,
175,A0110,A0109,A0607,A3041,
176,A0110,A0109,A0607,A3041,
177,A0110,A0109,A0607,A3041,
178,A0110,A0109,A0607,A3041,
179,A0110,A0109,A0607,A3041,
180,A0110,A0109,A0607,A3041,
181,A0110,A0109,A0607,A3041,
182,A0110,A0109,A0607,A3041,
183,A0110,A0109,A0607,A3041,
184,A0110,A0109,A0607,A3041,
185,A0110,A0109,A0607,A3041,
186,A0110,A0109,A0607,A3041,
187,A0110,A0109,A0607,A3041,
188,A0110,A0109,A0607,A3041,
189,A0110,A0109,A0607,A3041,
190,A0110,A0109,A0607,A3041,
191,A0110,A0109,A0607,A3041,
192,A0110,A0109,A0607,A3041,
193,A0110,A0109,A0607,A3041,
194,A0110,A0109,A0607,A3041,
195,A0110,A0109,A0607,A3041,
196,A0110,A0109,A0607,A3041,
197,A0110,A0109,A0607,A3041,
198,A0110,A0109,A0607,A3041,
199,A0110,A0109,A0607,A3041,
200,A0110,A0109,A0607,A3041,
201,A0110,A0109,A0607,A3041,
202,A0110,A2418,A0582,A1791,
203,A0110,A2418,A0582,A1791,
204,A0129,A0067,,,
205,A0129,A3350,A1386,,
206,A0129,A3350,A1386,,
207,A0129,A3350,A1386,,
208,A0129,A3350,A1386,,
209,A0129,A3350,A1386,,
210,A0129,A3350,A1386,,
211,A0129,A3350,A1386,,
212,A0129,A3350,A1386,,
213,A0129,A3350,A1386,,
214,A0129,A3350,A1386,,
215,A0129,A3350,A1386,,
216,A0129,A3350,A1386,,
217,A0129,A3350,A1386,,
218,A0129,A3350,A1386,,
219,A0129,A3350,A1386,,
220,A0129,A3350,A1386,,
221,A0129,A3350,A1386,,
222,A0129,A3350,A1386,,
223,A0129,A3350,A1386,,
224,A0129,A3350,A1386,,
225,A0129,A3350,A1386,,
226,A0129,A3350,A1386,,
227,A0129,A3350,A1386,,
228,A0129,A3350,A1386,,
229,A0129,A3350,A1386,,
230,A0129,A3350,A1386,,
231,A0129,A3350,A1386,,
232,A0129,A3350,A1386,,
233,A0129,A3350,A1386,,
234,A0129,A3350,A1386,,
235,A0129,A3830,A2748,,
236,A0129,A2613,A3332,,
237,A0129,A2613,A3332,,
238,A0129,A2613,A3332,,
239,A0129,A2613,A3332,,
240,A0129,A2613,A3332,,
241,A0129,A3265,A3792,,
242,A0129,A3690,A4363,,
243,A0129,A1562,A1945,,
244,A0129,A3425,A3940,,
245,A0129,A3425,A3940,,
246,A0129,A3425,A3940,,
247,A0129,A1292,A0394,,
248,A0129,A4020,,,
249,A0129,A1562,A3636,,
250,A0129,A3336,,,
251,A0129,A0451,A2740,A0227,
252,A0129,A0451,A2740,A0227,
253,A0129,A0587,A1201,,
254,A0129,A0587,A1201,,
255,A0129,A0587,A1201,,
256,A0129,A0587,A1201,,
257,A0129,A0587,A1201,,
258,A0129,A0587,A1201,,
259,A0129,A0587,A1201,,
260,A0129,A0587,A1201,,
261,A0129,A0587,A1201,,
262,A0129,A0587,A1201,,
263,A0129,A0587,A1201,,
264,A0129,A0587,A1201,,
265,A0129,A0587,A1201,,
266,A0129,A0587,A1201,,
267,A0129,A3459,A2539,A1855,
268,A0129,A3459,A2539,A1855,
269,A0129,A3459,A2539,A1855,
270,A0129,A4298,A2396,,
271,A0129,A4298,A3133,,
272,A0129,A0833,A3758,,
273,A0129,A0833,A3758,,
274,A0129,A0833,A3758,,
275,A0129,A0833,A3758,,
276,A0129,A0833,A3758,,
277,A0129,A0833,A3758,,
278,A0129,A0833,A3758,,
279,A0147,A0348,,,
280,A0147,A0348,,,
281,A0147,A0348,,,
282,A0147,A2929,A2329,,
283,A0147,A2929,A2329,,
284,A0147,A2929,A2329,,
285,A0147,A2929,A2329,,
286,A0147,A2929,A2329,,
287,A0147,A2929,A2329,,
288,A0147,A2929,A2329,,
289,A0147,A2929,A2329,,
290,A0147,A2929,A2329,,
291,A0147,A2929,A2329,,
292,A0147,A0372,A2298,,
293,A0147,A1386,A1572,,
294,A0147,A0372,A0769,A2082,
295,A0147,A0372,A0769,A2082,
296,A0147,A4386,,,
297,A0147,A0243,A2088,,
298,A0147,A0243,A2088,,
299,A0147,A0243,A2088,,
300,A0147,A0243,A2088,,
301,A0147,A2242,A2417,,
302,A0147,A0587,A4564,,
303,A0147,A2536,A0039,A2042,
304,A0147,A1457,A1456,,
305,A0147,A1457,A1456,,
306,A0147,A4543,A3180,,
307,A0150,A2738,A2411,,
308,A0150,A2227,A2643,,
309,A0150,A2227,A2643,,
310,A0150,A2227,A2643,,
311,A0150,A0591,A3101,,
312,A0150,A1473,,,
313,A0150,A0469,,,
314,A0150,A3292,A2341,,
315,A0150,A3292,A2341,,
316,A0150,A3292,A2341,,
317,A0150,A3805,A3835,,
318,A0150,A3805,A3835,,
319,A0150,A3805,A3835,,
320,A0150,A3805,A3835,,
321,A0150,A3805,A3835,,
322,A0150,A3805,A3835,,
323,A0150,A3805,A3835,,
324,A0150,A3805,A3835,,
325,A0150,A3805,A3835,,
326,A0150,A3805,A3835,,
327,A0150,A3805,A3835,,
328,A0150,A2843,A4229,,
329,A0067,A0129,,,
330,A0067,A0129,,,
331,A0067,A0129,,,
332,A0067,A2164,A1505,,
333,A0067,A1695,,,
334,A0067,A3197,A3461,,
335,A0067,A3336,A2242,,
336,A0067,A3336,A2242,,
337,A0067,A3336,A2242,,
338,A0067,A3336,A2242,,
339,A0067,A3336,A2242,,
340,A0067,A3336,A2242,,
341,A0067,A3336,A2242,,
342,A0067,A3336,A2242,,
343,A0067,A3336,A2242,,
344,A0067,A3336,A2242,,
345,A0067,A3336,A2242,,
346,A0067,A3336,A2242,,
347,A0067,A3336,A2242,,
348,A0067,A3336,A2242,,
349,A0067,A3336,A2242,,
350,A0067,A3336,A2242,,
351,A0067,A3336,A2242,,
352,A0067,A3197,A0962,,
353,A0067,A3197,A0962,,
354,A0067,A3197,A0962,,
355,A0067,A0710,A3640,,
356,A0067,A4281,A2622,,
357,A0067,A4294,A1819,,
358,A0067,A3197,A3887,,
359,A0067,A3197,A3160,,
360,A0067,A4294,A2918,,
361,A0067,A4294,A2918,,
362,A0067,A4294,A0123,,
363,A0067,A4294,A0123,,
364,A0067,A4294,A0123,,
365,A0067,A4294,A0123,,
366,A0067,A4294,A4179,,
367,A0067,A4294,A4179,,
368,A0067,A4294,A4179,,
369,A0067,A4294,A4179,,
370,A0067,A4294,A4179,,
371,A0067,A4294,A4179,,
372,A0067,A4294,A4179,,
373,A0067,A4294,A4179,,
374,A0067,A2164,A1420,,
375,A0067,A4294,A0958,,
376,A0067,A4298,A3803,,
377,A0067,A1695,A3155,,
378,A0067,A1695,A3155,,
379,A0067,A1695,A3155,,
380,A0067,A0438,A1529,,
381,A0067,A0438,A1529,,
382,A0067,A0438,A1529,,
383,A0067,A0438,A1529,,
384,A0067,A0438,A1529,,
385,A0067,A4294,A4170,,
386,A0067,A4294,A4170,,
387,A0067,A4294,A3143,,
388,A0067,A2099,A4343,,
389,A0067,A0129,A4485,,
390,A0153,A3622,A0456,,
391,A0153,A1889,A2833,,
392,A0153,A4543,A2298,,
393,A0153,A4256,A4453,,
394,A0153,A4256,A4453,,
395,A0153,A4256,A4453,,
396,A0153,A4256,A4453,,
397,A0153,A4256,A4453,,
398,A0153,A1889,A3793,,
399,A0153,A1889,A3793,,
400,A0153,A1889,A3793,,
401,A0153,A1889,A3793,,
402,A0153,A1889,A3793,,
403,A0153,A1889,A3793,,
404,A0153,A1889,A3793,,
405,A0153,A1889,A3793,,
406,A0153,A1889,A3793,,
407,A0153,A1889,A3793,,
408,A0153,A1889,A3793,,
409,A0153,A0221,A4301,,
410,A0153,A3415,A1744,,
411,A0153,A3415,A1744,,
412,A0153,A3415,A1744,,
413,A0153,A3415,A1744,,
414,A0153,A3415,A1744,,
415,A0153,A3415,A1744,,
416,A0153,A3415,A1744,,
417,A0153,A3415,A1744,,
418,A0153,A3415,A1744,,
419,A0153,A3415,A1744,,
420,A0153,A3415,A1744,,
421,A0153,A3415,A1744,,
422,A0153,A3415,A1744,,
423,A0153,A3415,A1744,,
424,A0153,A3415,A1744,,
425,A0153,A3415,A1744,,
426,A0153,A3415,A1744,,
427,A0153,A3415,A1744,,
428,A0153,A3415,A1744,,
429,A0153,A3415,A1744,,
430,A0153,A3415,A1744,,
431,A0153,A3415,A1744,,
432,A0153,A3415,A1744,,
433,A0153,A3415,A1744,,
434,A0153,A3415,A1744,,
435,A0153,A3415,A1744,,
436,A0153,A3415,A1744,,
437,A0153,A3415,A1744,,
438,A0153,A3415,A1744,,
439,A0153,A3415,A1744,,
440,A0153,A3415,A1744,,
441,A0153,A3415,A1744,,
442,A0153,A3415,A1744,,
443,A0153,A3415,A1744,,
444,A0153,A3415,A1744,,
445,A0153,A3622,A0312,A1424,
446,A0153,A3622,A0312,A1424,
447,A0153,A3622,A0312,A1424,
448,A0153,A0497,A0123,,
449,A0153,A4543,A3164,,
450,A0153,A4543,A3164,,
451,A0153,A4543,A4580,,
452,A0153,A4543,A4580,,
453,A0153,A4543,A4580,,
454,A0153,A4543,A4580,,
455,A0153,A4543,A4580,,
456,A0153,A4543,A4580,,
457,A0153,A4543,A4580,,
458,A0153,A4543,A4580,,
459,A0153,A4543,A4580,,
460,A0153,A4543,A4580,,
461,A0153,A4543,A4580,,
462,A0153,A4543,A4580,,
463,A0153,A3622,A0902,,
464,A0153,A0634,A2738,A1919,
465,A0153,A4543,A1021,,
466,A0193,A1448,A0591,,
467,A0193,A1984,A1505,,
468,A0193,A1568,A2466,,
469,A0193,A0943,A1386,A3831,
470,A0193,A4389,A3337,,
471,A0193,A0943,A2067,A0333,
472,A0193,A2171,A3860,A3144,
473,A0199,A2762,A1386,,
474,A0199,A2762,A1282,A3413,
475,A0199,A1734,A0238,,
476,A0199,A2762,A0312,A0659,
477,A0199,A2762,A0312,A0659,
478,A0199,A2762,A0312,A0659,
479,A0199,A2762,A0312,A0659,
480,A0199,A2762,A0312,A0659,
481,A0210,A3740,A1548,A0707,
482,A0210,A2602,,,
483,A0210,A2602,,,
484,A0210,A1282,A0304,,
485,A0210,A4425,A1939,,
486,A0210,A2965,A0817,,
487,A0210,A0769,A4527,,
488,A0211,A1419,A2099,A3166,
489,A0211,A1419,A2099,A3166,
490,A0211,A1419,A2099,A3166,
491,A0211,A1419,A2099,A3166,
492,A0211,A1419,A2099,A3166,
493,A0211,A1419,A2099,A3166,
494,A0211,A1419,A2099,A3166,
495,A0211,A1419,A2099,A3166,
496,A0211,A1419,A2099,A3166,
497,A0211,A1419,A2099,A3166,
498,A0211,A1419,A2099,A3166,
499,A0211,A1419,A2099,A3166,
500,A0211,A1419,A2099,A3166,
501,A0211,A1419,A2099,A3166,
502,A0211,A1419,A2099,A3166,
503,A0211,A1419,A2099,A3166,
504,A0211,A1419,A2099,A3166,
505,A0211,A1419,A2099,A3166,
506,A0211,A1419,A2099,A3166,
507,A0211,A1419,A2099,A3166,
508,A0211,A1419,A2099,A3166,
509,A0211,A1419,A2099,A3166,
510,A0211,A1419,A2099,A3166,
511,A0211,A1419,A2099,A3166,
512,A0211,A1419,A2099,A3166,
513,A0211,A1419,A2099,A3166,
514,A0211,A1419,A2099,A3166,
515,A0211,A1419,A2099,A3166,
516,A0211,A1419,A2099,A3166,
517,A0211,A1419,A2099,A3166,
518,A0211,A1419,A2099,A3166,
519,A0211,A1419,A2099,A3166,
520,A0211,A1419,A2099,A3166,
521,A0211,A1419,A2099,A3166,
522,A0211,A1419,A2099,A3166,
523,A0211,A1419,A2099,A3166,
524,A0211,A1419,A2099,A3166,
525,A0211,A1419,A2099,A3166,
526,A0211,A1419,A2099,A3166,
527,A0211,A1419,A2099,A3166,
528,A0211,A1419,A2099,A3166,
529,A0211,A1419,A2099,A3166,
530,A0211,A1419,A3279,A3912,
531,A0211,A1419,A3279,A3912,
532,A0211,A3600,A2818,,
533,A0211,A1419,A3932,A3070,
534,A0211,A1419,A3928,A4306,
535,A0211,A1419,A0769,A2368,
536,A0211,A1419,A0769,A2368,
537,A0211,A1419,A0769,A2368,
538,A0211,A1419,A0769,A2368,
539,A0211,A0900,A2954,,
540,A0221,A2242,,,
541,A0221,A2154,A1773,,
542,A0221,A2716,A3286,,
543,A0221,A4298,A1923,,
544,A0221,A4298,A1923,,
545,A0221,A4298,A1923,,
546,A0221,A4298,A1923,,
547,A0221,A4298,A1923,,
548,A0221,A4298,A1923,,
549,A0221,A0505,,,
550,A0221,A0793,A2375,,
551,A0221,A0793,A2375,,
552,A0221,A0793,A2375,,
553,A0221,A0793,A2375,,
554,A0221,A0793,A2375,,
555,A0221,A0793,A2375,,
556,A0221,A0793,A2375,,
557,A0221,A0793,A2375,,
558,A0221,A0793,A2375,,
559,A0221,A0793,A2375,,
560,A0221,A0025,A3025,,
561,A0221,A0025,A3025,,
562,A0221,A0025,A3025,,
563,A0221,A0025,A3025,,
564,A0221,A0793,A3026,,
565,A0236,A0332,A2227,,
566,A0236,A3830,A3921,,
567,A0236,A0591,A0202,,
568,A0236,A0591,A0202,,
569,A0236,A0217,A0150,A3037,
570,A0236,A0217,A3506,A4383,
571,A0236,A0358,A2587,,
572,A0236,A3830,A1008,,
573,A0236,A0685,A0149,,
574,A0236,A0685,A0149,,
575,A0236,A0685,A0149,,
576,A0236,A0685,A0149,,
577,A0236,A0685,A0149,,
578,A0236,A0685,A0149,,
579,A0236,A0685,A0149,,
580,A0236,A0685,A0149,,
581,A0236,A0685,A0149,,
582,A0236,A0685,A0149,,
583,A0236,A3994,A1386,A2540,
584,A0236,A3994,A1386,A2540,
585,A0236,A3994,A1386,A2540,
586,A0236,A3994,A1386,A2540,
587,A0236,A0217,A0801,A2997,
588,A0236,A0591,A3171,,
589,A0242,A0372,A1390,,
590,A0242,A2721,,,
591,A0242,A0348,A0168,,
592,A0242,A0348,A0168,,
593,A0242,A4406,A0123,,
594,A0242,A2891,A0059,,
595,A0242,A2891,A1544,,
596,A0242,A1434,A2441,,
597,A0242,A1434,A2441,,
598,A0268,A1220,,,
599,A0268,A1220,,,
600,A0268,A1220,,,
601,A0268,A1604,A4298,A0305,
602,A0268,A2594,A0140,,
603,A0268,A2594,A0140,,
604,A0268,A2594,A0140,,
605,A0268,A2594,A0140,,
606,A0268,A0486,A3802,,
607,A0268,A0486,A3802,,
608,A0268,A0486,A3802,,
609,A0268,A2418,A1292,,
610,A0268,A2418,A1292,,
611,A0268,A2418,A1292,,
612,A0268,A2418,A1292,,
613,A0268,A2418,A1292,,
614,A0268,A3766,A2593,,
615,A0268,A0167,A1569,A2692,
616,A0268,A3713,,,
617,A0271,A1713,A2123,,
618,A0271,A2832,A2762,A3866,
619,A0271,A0414,A4298,A4398,
620,A0271,A0414,A4298,A4398,
621,A0271,A0414,A4298,A4398,
622,A0271,A3616,A2623,A1307,
623,A0271,A3893,A2933,A0118,
624,A0271,A3814,A0582,A1430,
625,A0271,A3814,A0582,A1430,
626,A0271,A0414,A4298,A3795,
627,A0271,A2832,A2184,A4496,
628,A0271,A3893,A1455,A4590,
629,A0271,A3893,A1455,A4590,
630,A0271,A3893,A1455,A4590,
631,A0271,A3893,A1455,A4590,
632,A0275,A1268,A1390,,
633,A0275,A1268,A2419,,
634,A0275,A1268,A2419,,
635,A0275,A1268,A2419,,
636,A0275,A3816,A3633,,
637,A0275,A1695,A1796,,
638,A0275,A3530,A2150,,
639,A0275,A3530,A2150,,
640,A0275,A3530,A2150,,
641,A0275,A3530,A2150,,
642,A0275,A3530,A2150,,
643,A0275,A3530,A2150,,
644,A0275,A3530,A2150,,
645,A0275,A3530,A2150,,
646,A0275,A0123,,,
647,A0275,A4543,A2559,,
648,A0275,A2099,A3265,A1027,
649,A0275,A2099,A3265,A1027,
650,A0275,A2099,A3265,A1027,
651,A0275,A2099,A4127,,
652,A0280,A3123,A1735,,
653,A0280,A3123,A1735,,
654,A0280,A3123,A1735,,
655,A0280,A3123,A1735,,
656,A0280,A1068,A4265,A2057,
657,A0280,A1068,A4265,A2057,
658,A0280,A1068,A4265,A2057,
659,A0280,A1068,A4265,A2057,
660,A0280,A1068,A4265,A2057,
661,A0280,A1068,A4265,A2057,
662,A0280,A1068,A4265,A2057,
663,A0280,A1068,A4265,A2057,
664,A0280,A1068,A4265,A2057,
665,A0280,A1068,A1434,A3023,
666,A0280,A1068,A1434,A3023,
667,A0280,A3805,A0123,,
668,A0280,A4032,A1370,,
669,A0280,A2951,A2150,A3164,
670,A0280,A2951,A2150,A3164,
671,A0280,A2951,A2150,A3164,
672,A0280,A3123,A0413,,
673,A0280,A3123,A0413,,
674,A0280,A3123,A0413,,
675,A0280,A3123,A0413,,
676,A0280,A3123,A0413,,
677,A0280,A3123,A0413,,
678,A0280,A3123,A0413,,
679,A0280,A3652,A3193,,
680,A0280,A4034,A3953,,
681,A0280,A4034,A3953,,
682,A0280,A4034,A3953,,
683,A0289,A2678,A1734,,
684,A0289,A2678,A1734,,
685,A0289,A2678,A1734,,
686,A0289,A0857,,,
687,A0289,A4406,A1980,,
688,A0289,A1812,A2238,,
689,A0292,A0268,A1131,A1940,
690,A0292,A0268,A1131,A1940,
691,A0292,A0268,A1131,A1940,
692,A0292,A0268,A1131,A1940,
693,A0292,A0268,A1131,A1940,
694,A0292,A0268,A1131,A1940,
695,A0292,A0268,A1131,A1940,
696,A0292,A0268,A1131,A1940,
697,A0292,A0268,A1131,A1940,
698,A0292,A0268,A1131,A1940,
699,A0292,A0268,A1131,A1940,
700,A0292,A0268,A1131,A1940,
701,A0292,A0268,A1131,A1940,
702,A0292,A0268,A1131,A1940,
703,A0292,A0268,A1131,A1940,
704,A0292,A0268,A1131,A1940,
705,A0292,A0268,A1131,A1940,
706,A0292,A0268,A1131,A1940,
707,A0292,A0268,A1131,A1940,
708,A0292,A0268,A1131,A1940,
709,A0292,A0268,A1131,A1940,
710,A0292,A0268,A1131,A1940,
711,A0292,A0268,A1131,A1940,
712,A0292,A0268,A1131,A1940,
713,A0302,A0374,,,
714,A0302,A1435,A0268,A0839,
715,A0302,A3535,A2184,A1712,
716,A0302,A3535,A2184,A1712,
717,A0302,A3535,A4425,A1529,
718,A0302,A3535,A4425,A1529,
719,A0302,A3535,A3120,A1454,
720,A0302,A0374,A4418,A0879,
721,A0302,A0374,A4418,A0879,
722,A0302,A0374,A4418,A0879,
723,A0302,A0374,A4418,A0879,
724,A0302,A3535,A2184,A2595,
725,A0302,A0374,A3754,,
726,A0302,A0374,A3754,,
727,A0302,A0374,A3754,,
728,A0302,A0374,A3754,,
729,A0302,A0374,A3754,,
730,A0302,A0374,A3754,,
731,A0318,A0289,,,
732,A0318,A3245,A2880,,
733,A0318,A1333,A2989,,
734,A0318,A1512,A0382,,
735,A0318,A2418,A2514,,
736,A0318,A3830,A1304,,
737,A0318,A3830,A1304,,
738,A0318,A3830,A1304,,
739,A0318,A3830,A1304,,
740,A0318,A3830,A1304,,
741,A0318,A3830,A1304,,
742,A0318,A1386,A0691,,
743,A0318,A2227,A3808,,
744,A0318,A2008,A1139,,
745,A0320,A4497,A3027,A2564,
746,A0320,A4497,A3027,A2564,
747,A0320,A4497,A3027,A2564,
748,A0320,A4497,A3027,A2564,
749,A0320,A0908,A4363,,
750,A0320,A0908,A4363,,
751,A0320,A0908,A4363,,
752,A0320,A0908,A4363,,
753,A0320,A0908,A4363,,
754,A0320,A0908,A4363,,
755,A0320,A0908,A4363,,
756,A0320,A0908,A4363,,
757,A0320,A0908,A4363,,
758,A0320,A0908,A4363,,
759,A0320,A0908,A4363,,
760,A0320,A0908,A4363,,
761,A0320,A0908,A4363,,
762,A0320,A0908,A4363,,
763,A0320,A0908,A4363,,
764,A0320,A0908,A4363,,
765,A0320,A0908,A4363,,
766,A0320,A0908,A4363,,
767,A0320,A0908,A4363,,
768,A0320,A0908,A4363,,
769,A0320,A0908,A4363,,
770,A0320,A0908,A4363,,
771,A0320,A0908,A4363,,
772,A0320,A0908,A4363,,
773,A0320,A0908,A4363,,
774,A0320,A0908,A4363,,
775,A0320,A0908,A4363,,
776,A0320,A0908,A4363,,
777,A0320,A0908,A4363,,
778,A0320,A0908,A4363,,
779,A0320,A2418,A4381,A2858,
780,A0320,A4497,A3655,A2943,
781,A0320,A4497,A3655,A2943,
782,A0320,A4497,A3655,A2943,
783,A0320,A4497,A3655,A2943,
784,A0320,A4497,A3655,A2943,
785,A0320,A4497,A3655,A2943,
786,A0320,A4497,A3655,A2943,
787,A0320,A4497,A3655,A2943,
788,A0320,A4497,A3655,A2943,
789,A0320,A4497,A3655,A2943,
790,A0320,A4497,A1569,A2015,
791,A0320,A4497,A1569,A2015,
792,A0320,A4497,A1569,A2015,
793,A0320,A4497,A1569,A2015,
794,A0320,A0916,A0863,A4309,
795,A0320,A0916,A0863,A4309,
796,A0320,A0916,A0863,A4309,
797,A0320,A0916,A0863,A4309,
798,A0320,A0916,A0863,A4309,
799,A0320,A4497,A2245,A1162,
800,A0320,A4497,A2245,A1162,
801,A0320,A4497,A2245,A1162,
802,A0320,A2418,A3600,A2367,
803,A0328,A3240,A0020,A0437,
804,A0328,A3240,A0020,A0437,
805,A0328,A3240,A0020,A0437,
806,A0328,A3240,A0020,A0437,
807,A0328,A3918,A2983,,
808,A0328,A3240,A1457,A4354,
809,A0328,A1709,A4429,,
810,A0328,A1709,A4429,,
811,A0328,A2593,A2796,,
812,A0328,A0378,A0223,,
813,A0328,A4298,A2141,,
814,A0328,A4298,A2141,,
815,A0328,A3568,A3058,,
816,A0328,A3963,A4312,A3186,
817,A0328,A3963,A4312,A3186,
818,A0328,A3526,A4046,,
819,A0328,A3568,A4449,,
820,A0337,A2536,A0338,,
821,A0337,A2248,A1685,,
822,A0337,A0242,A2159,,
